state,action,reward,next_state,done,game_name
"Taken!

[Your score has just gone up by seven points.]",W,0,"
At Junction With Warm Walls

The bear lumbers along behind you.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At Junction With Warm Walls

The bear lumbers along behind you.",put spices down,-5,"Dropped.

[Your score has just gone down by five points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At Fork in Path

The bear lumbers along behind you.",W,0,"
In Corridor

The bear lumbers along behind you.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In Corridor

The bear lumbers along behind you.",put set down,0,Dropped.,False,train/training_data_advent.z5_p_rand_0.5.csv
"
On NE Side of Chasm
A rickety wooden bridge extends across the chasm, vanishing into the mist. 

A sign posted on the bridge reads, ""Stop! Pay troll!""
The troll is nowhere to be seen.

The bear lumbers along behind you.",get in ne,0,"
In Corridor

The bear lumbers along behind you.",False,train/training_data_advent.z5_p_rand_0.5.csv
The troll steps out from beneath the bridge and blocks your way.,put set down,0,Dropped.,False,train/training_data_advent.z5_p_rand_0.5.csv
"The bear lumbers toward the troll, who lets out a startled shriek and scurries away. The bear soon gives up the pursuit and wanders back.",put bottle down,0,Dropped.,False,train/training_data_advent.z5_p_rand_0.5.csv
"
On SW Side of Chasm
A rickety wooden bridge extends across the chasm, vanishing into the mist. 

A sign posted on the bridge reads, ""Stop! Pay troll!""
The troll is nowhere to be seen.

A threatening little dwarf comes out of the shadows!",SW,0,"
Sloping Corridor

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Sloping Corridor

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",D,0,"
Large Low Room

You can see a jeweled trident here.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Large Low Room

You can see a jeweled trident here.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",say fee,0,"Ok.

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"Taken!

The dwarf throws a nasty little knife at you, but misses!

[Your score has just gone up by five points.]",get in sw,0,"
Sloping Corridor

The dwarf stalks after you...",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Oriental Room

The dwarf stalks after you...",SE,0,"
In Swiss Cheese Room

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In Swiss Cheese Room

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",east,0,"
In Soft Room

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Bedquilt

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",E,0,"
At Complex Junction

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At Complex Junction

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",DROP KEYS,0,"Dropped.

Tiring of this, the dwarf slips away.",False,train/training_data_advent.z5_p_rand_0.5.csv
"Dropped.

Tiring of this, the dwarf slips away.",put trident down,-5,"Dropped.

[Your score has just gone down by five points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In Anteroom
You are in an anteroom leading to a large passage to the east. Small passages go west and up. The remnants of recent digging are evident.

A sign in midair here says ""Cave under construction beyond this point. Proceed at own risk. [Witt Construction Company]""

There are a few recent issues of ""Spelunker Today"" magazine here.",GET MAGAZINE,0,Taken.,False,train/training_data_advent.z5_p_rand_0.5.csv
Taken.,E,0,"
At Witt's End
You are at Witt's End. Passages lead off in *all* directions.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At Witt's End
You are at Witt's End. Passages lead off in *all* directions.",turn brass off,0,"You switch the brass lantern off.

It is now pitch dark in here!",False,train/training_data_advent.z5_p_rand_0.5.csv
"You really are at wit's end.

[Your score has just gone up by one point.]",put bottle down,0,Dropped.,False,train/training_data_advent.z5_p_rand_0.5.csv
"
In Anteroom
You are in an anteroom leading to a large passage to the east. Small passages go west and up. The remnants of recent digging are evident.

A sign in midair here says ""Cave under construction beyond this point. Proceed at own risk. [Witt Construction Company]""",put spices down,-5,"Dropped.

[Your score has just gone down by five points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At Complex Junction

You can see a set of keys here.",N,0,"
Shell Room
You're in a large room carved out of sedimentary rock. The floor and walls are littered with bits of shells imbedded in the stone. A shallow passage proceeds downward, and a somewhat steeper one leads up. A low hands and knees passage enters from the south.
There is an enormous clam here with its shell tightly closed.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Shell Room
You're in a large room carved out of sedimentary rock. The floor and walls are littered with bits of shells imbedded in the stone. A shallow passage proceeds downward, and a somewhat steeper one leads up. A low hands and knees passage enters from the south.
There is an enormous clam here with its shell tightly closed.",OPEN CLAM WITH TRIDENT,0,"A glistening pearl falls out of the clam and rolls away. Goodness, this must really be an oyster. (I never was very good at identifying bivalves.) Whatever it is, it has now snapped shut again.",False,train/training_data_advent.z5_p_rand_0.5.csv
"A glistening pearl falls out of the clam and rolls away. Goodness, this must really be an oyster. (I never was very good at identifying bivalves.) Whatever it is, it has now snapped shut again.",turn light off,0,"You switch the brass lantern off.

A threatening little dwarf comes out of the shadows!

It is now pitch dark in here!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Ragged Corridor
You are in a long sloping corridor with ragged sharp walls.

A threatening little dwarf comes out of the shadows!",D,0,"
Cul-de-Sac
You are in a cul-de-sac about eight feet across.

Off to one side lies a glistening pearl!

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Cul-de-Sac
You are in a cul-de-sac about eight feet across.

Off to one side lies a glistening pearl!

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",GET PEARL,7,"Taken!

The dwarf throws a nasty little knife at you, but misses!

[Your score has just gone up by seven points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"Taken!

The dwarf throws a nasty little knife at you, but misses!

[Your score has just gone up by seven points.]",U,0,"
Ragged Corridor

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Ragged Corridor

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",U,0,"
Shell Room
There is an enormous oyster here with its shell tightly closed.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Shell Room
There is an enormous oyster here with its shell tightly closed.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",say fee,0,Ok.,False,train/training_data_advent.z5_p_rand_0.5.csv
"
At Complex Junction

You can see a set of keys here.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",turn light off,0,"You switch the brass lantern off.

The dwarf throws a nasty little knife at you, and hits!


Oh dear, you seem to have gotten yourself killed. I might be able to help you out, but I've never really done this before. Do you want me to try to reincarnate you?",True,train/training_data_advent.z5_p_rand_0.5.csv
"
In Dusty Rock Room

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",say fee,0,"Ok.

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Dirty Passage

The dwarf stalks after you...",east,0,"
Brink of Pit
You are on the brink of a small clean climbable pit. A crawl leads west.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Low N/S Passage

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",N,0,"
At ""Y2""

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!

A bearded pirate appears, catches sight of the dwarf and runs away.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At ""Y2""

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!

A bearded pirate appears, catches sight of the dwarf and runs away.",put light on y2,0,"You put the brass lantern on the ""Y2"" rock.

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Inside Building
You are inside a building, a well house for a large spring.
The Persian rug is spread out on the floor here.

You can also see a platinum pyramid, an emerald the size of a plover's egg, a ming vase, a velvet pillow, a wicker cage (which is closed) (in which is a little bird), a large gold nugget and some bars of silver here.",DROP TRIDENT,9,"Safely deposited.

[Your score has just gone up by nine points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by nine points.]",DROP CHAIN,9,"Safely deposited.

[Your score has just gone up by nine points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by nine points.]",DROP SPICES,9,"Safely deposited.

[Your score has just gone up by nine points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by nine points.]",DROP PEARL,9,"Safely deposited.

[Your score has just gone up by nine points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by nine points.]",turn light off,0,You switch the brass lantern off.,False,train/training_data_advent.z5_p_rand_0.5.csv
"
At ""Y2""
You are in a large room, with a passage to the south, a passage to the west, and a wall of broken rock to the east. There is a large ""Y2"" on a rock in the room's center.

A threatening little dwarf hides in the shadows.

A hollow voice says, ""Plugh.""

The dwarf throws a nasty little knife at you, but misses!",put all on y2,0,"dwarvish axe: Done.
small bottle: Done.
brass lantern: Done.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Low N/S Passage

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",D,0,"
Dirty Passage

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Dirty Passage

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",W,0,"
In Dusty Rock Room

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In Dusty Rock Room

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",turn light off,0,"You switch the brass lantern off.

The dwarf throws a nasty little knife at you, but misses!

It is now pitch dark in here!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At Complex Junction

You can see a set of keys here.

The dwarf stalks after you...

Tiring of this, the dwarf slips away.",W,0,"
Bedquilt",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Bedquilt",put all down,0,"dwarvish axe: Dropped.
small bottle: Dropped.
brass lantern: Dropped.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In Swiss Cheese Room",W,0,"
At East End of Twopit Room
There is a huge beanstalk growing out of the west pit up to the hole.

There are faint rustling noises from the darkness behind you. As you turn toward them, you spot a bearded pirate. He is carrying a large chest. 

""Shiver me timbers!"" he cries, ""I've been spotted! I'd best hie meself off to the maze to hide me chest!"" 

With that, he vanishes into the gloom.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At East End of Twopit Room
There is a huge beanstalk growing out of the west pit up to the hole.

There are faint rustling noises from the darkness behind you. As you turn toward them, you spot a bearded pirate. He is carrying a large chest. 

""Shiver me timbers!"" he cries, ""I've been spotted! I'd best hie meself off to the maze to hide me chest!"" 

With that, he vanishes into the gloom.",W,0,"
At West End of Twopit Room
There is a huge beanstalk growing out of the west pit up to the hole.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At West End of Twopit Room
There is a huge beanstalk growing out of the west pit up to the hole.",D,0,"
In West Pit
There is a gigantic beanstalk stretching all the way up to the hole.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In West Pit
There is a gigantic beanstalk stretching all the way up to the hole.",put all down,0,"dwarvish axe: Dropped.
small bottle: Dropped.
brass lantern: Dropped.",False,train/training_data_advent.z5_p_rand_0.5.csv
"You clamber up the plant and scurry through the hole at the top.

In Narrow Corridor
You are in a long, narrow corridor stretching out of sight to the west. At the eastern end is a hole through which you can see a profusion of leaves.",W,0,"
Giant Room",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Giant Room",put all down,0,"dwarvish axe: Dropped.
small bottle: Dropped.
brass lantern: Dropped.",False,train/training_data_advent.z5_p_rand_0.5.csv
Ok.,FIE,0,Ok.,False,train/training_data_advent.z5_p_rand_0.5.csv
Ok.,FOE,0,"Ok.

A threatening little dwarf comes out of the shadows!",False,train/training_data_advent.z5_p_rand_0.5.csv
"Ok.

A threatening little dwarf comes out of the shadows!",say foo,0,"Done!

A large nest full of golden eggs suddenly appears out of nowhere!

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"Done!

A large nest full of golden eggs suddenly appears out of nowhere!

The dwarf throws a nasty little knife at you, but misses!",north,0,"
Immense N/S Passage

The way north leads through a massive, rusty, iron door.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"Taken!

The dwarf throws a nasty little knife at you, but misses!

[Your score has just gone up by five points.]",S,0,"
In Narrow Corridor

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In Narrow Corridor

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",E,0,"
In West Pit
There is a gigantic beanstalk stretching all the way up to the hole.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In West Pit
There is a gigantic beanstalk stretching all the way up to the hole.",U,0,"
At West End of Twopit Room
There is a huge beanstalk growing out of the west pit up to the hole.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At West End of Twopit Room
There is a huge beanstalk growing out of the west pit up to the hole.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",E,0,"
At East End of Twopit Room
There is a huge beanstalk growing out of the west pit up to the hole.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At East End of Twopit Room
There is a huge beanstalk growing out of the west pit up to the hole.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",E,0,"
In Swiss Cheese Room

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In Swiss Cheese Room

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",say fee,0,"Ok.

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Bedquilt

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",E,0,"
At Complex Junction

You can see a set of keys here.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At Complex Junction

You can see a set of keys here.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",west,0,"
Bedquilt

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In Dusty Rock Room

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",put axe down,0,"Dropped.

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Dirty Passage

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",put brass down,0,"Dropped.

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
You killed a little dwarf! The body vanishes in a cloud of greasy black smoke.,U,0,"
Low N/S Passage",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Low N/S Passage",N,0,"
At ""Y2""",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At ""Y2""",PLUGH,0,"
Inside Building
You are inside a building, a well house for a large spring.
A solid golden chain lies in coils on the ground!
The Persian rug is spread out on the floor here.

You can also see a glistening pearl, a selection of rare spices, a jeweled trident, a platinum pyramid, an emerald the size of a plover's egg, a ming vase, a velvet pillow, a wicker cage (which is closed) (in which is a little bird), a large gold nugget and some bars of silver here.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Inside Building
You are inside a building, a well house for a large spring.
A solid golden chain lies in coils on the ground!
The Persian rug is spread out on the floor here.

You can also see a glistening pearl, a selection of rare spices, a jeweled trident, a platinum pyramid, an emerald the size of a plover's egg, a ming vase, a velvet pillow, a wicker cage (which is closed) (in which is a little bird), a large gold nugget and some bars of silver here.",put all down,9,"nest of golden eggs: Safely deposited.
small bottle: Dropped.
brass lantern: Dropped.

[Your score has just gone up by nine points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by nine points.]",push nugget to floor,5,"Safely deposited.

[Your score has just gone up by five points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At ""Y2""
You are in a large room, with a passage to the south, a passage to the west, and a wall of broken rock to the east. There is a large ""Y2"" on a rock in the room's center.",say plugh,0,"
Inside Building
You are inside a building, a well house for a large spring.
A solid golden chain lies in coils on the ground!
The Persian rug is spread out on the floor here.

You can also see a nest of golden eggs, a glistening pearl, a selection of rare spices, a jeweled trident, a platinum pyramid, an emerald the size of a plover's egg, a ming vase, a velvet pillow, a wicker cage (which is closed) (in which is a little bird), a large gold nugget and some bars of silver here.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Low N/S Passage",S,0,"
Hall of the Mountain King

A threatening little dwarf comes out of the shadows!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Hall of the Mountain King

A threatening little dwarf comes out of the shadows!",S,0,"
In South Side Chamber
You are in the south side chamber.

There is precious jewelry here!

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In South Side Chamber
You are in the south side chamber.

There is precious jewelry here!

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",put bottle down,0,"Dropped.

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"Taken!

The dwarf throws a nasty little knife at you, but misses!

[Your score has just gone up by seven points.]",turn brass off,0,"You switch the brass lantern off.

The dwarf throws a nasty little knife at you, but misses!

It is now pitch dark in here!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Hall of the Mountain King

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",W,0,"
In West Side Chamber
You are in the west side chamber of the hall of the mountain king. A passage continues west and up here.

There are many coins here!

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In West Side Chamber
You are in the west side chamber of the hall of the mountain king. A passage continues west and up here.

There are many coins here!

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",GET COINS,7,"Taken!

The dwarf throws a nasty little knife at you, but misses!

[Your score has just gone up by seven points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"Taken!

The dwarf throws a nasty little knife at you, but misses!

[Your score has just gone up by seven points.]",W,0,"
N/S and E/W Crossover
You are at a crossover of a high N/S passage and a low E/W one.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
N/S and E/W Crossover
You are at a crossover of a high N/S passage and a low E/W one.

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",east,0,"
In West Side Chamber

The dwarf stalks after you...

Tiring of this, the dwarf slips away.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At East End of Long Hall
You are at the east end of a very long hall apparently without side chambers. To the east a low wide crawl slants up. To the north a round two foot hole slants down.

The dwarf stalks after you...

Tiring of this, the dwarf slips away.",E,0,"
At West End of Hall of Mists
You are at the west end of the hall of mists. A low wide crawl continues west and another goes north. To the south is a little passage 6 feet off the floor.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At West End of Hall of Mists
You are at the west end of the hall of mists. A low wide crawl continues west and another goes north. To the south is a little passage 6 feet off the floor.",E,0,"
West Side of Fissure
You are on the west side of the fissure in the hall of mists.

There are diamonds here!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
West Side of Fissure
You are on the west side of the fissure in the hall of mists.

There are diamonds here!",put all down,-10,"rare coins: Dropped.
precious jewelry: Dropped.
small bottle: Dropped.
brass lantern: Dropped.

[Your score has just gone down by ten points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"Taken!

[Your score has just gone up by seven points.]",N,0,"You have crawled through a very low wide passage parallel to and north of the hall of mists.

At West End of Hall of Mists",False,train/training_data_advent.z5_p_rand_0.5.csv
"You have crawled through a very low wide passage parallel to and north of the hall of mists.

At West End of Hall of Mists",put lantern down,0,Dropped.,False,train/training_data_advent.z5_p_rand_0.5.csv
"
At East End of Long Hall",put bottle down,0,Dropped.,False,train/training_data_advent.z5_p_rand_0.5.csv
"
N/S and E/W Crossover",E,0,"
In West Side Chamber",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In West Side Chamber",turn lantern off,0,"You switch the brass lantern off.

It is now pitch dark in here!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Hall of the Mountain King",N,0,"
Low N/S Passage

A threatening little dwarf comes out of the shadows!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Low N/S Passage

A threatening little dwarf comes out of the shadows!",put jewelry down,-5,"Dropped.

The dwarf throws a nasty little knife at you, but misses!

[Your score has just gone down by five points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At ""Y2""

A hollow voice says, ""Plugh.""",PLUGH,0,"
Inside Building
You are inside a building, a well house for a large spring.
A solid golden chain lies in coils on the ground!
The Persian rug is spread out on the floor here.

You can also see a nest of golden eggs, a glistening pearl, a selection of rare spices, a jeweled trident, a platinum pyramid, an emerald the size of a plover's egg, a ming vase, a velvet pillow, a wicker cage (which is closed) (in which is a little bird), a large gold nugget and some bars of silver here.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Inside Building
You are inside a building, a well house for a large spring.
A solid golden chain lies in coils on the ground!
The Persian rug is spread out on the floor here.

You can also see a nest of golden eggs, a glistening pearl, a selection of rare spices, a jeweled trident, a platinum pyramid, an emerald the size of a plover's egg, a ming vase, a velvet pillow, a wicker cage (which is closed) (in which is a little bird), a large gold nugget and some bars of silver here.",DROP DIAMONDS,5,"Safely deposited.

[Your score has just gone up by five points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by five points.]",put jewelry down,5,"Safely deposited.

[Your score has just gone up by five points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by five points.]",hit vase,0,You have taken the vase and hurled it delicately to the ground.,False,train/training_data_advent.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by five points.]",PLUGH,0,"
At ""Y2""
You are in a large room, with a passage to the south, a passage to the west, and a wall of broken rock to the east. There is a large ""Y2"" on a rock in the room's center.

A hollow voice says, ""Plugh.""",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At ""Y2""
You are in a large room, with a passage to the south, a passage to the west, and a wall of broken rock to the east. There is a large ""Y2"" on a rock in the room's center.

A hollow voice says, ""Plugh.""",say plover,0,"
Plover Room
You're in a small chamber lit by an eerie green light. An extremely narrow tunnel exits to the west. A dark corridor leads northeast.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Low N/S Passage

A threatening little dwarf comes out of the shadows!",S,0,"
Hall of the Mountain King

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Hall of the Mountain King

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",W,0,"
In West Side Chamber

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In West Side Chamber

The dwarf stalks after you...

The dwarf throws a nasty little knife at you, but misses!",W,0,"
N/S and E/W Crossover

The dwarf stalks after you...

Tiring of this, the dwarf slips away.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
N/S and E/W Crossover

The dwarf stalks after you...

Tiring of this, the dwarf slips away.",say fee,0,Ok.,False,train/training_data_advent.z5_p_rand_0.5.csv
"
At East End of Long Hall",E,0,"
At West End of Hall of Mists",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At West End of Hall of Mists",put lantern down,0,Dropped.,False,train/training_data_advent.z5_p_rand_0.5.csv
"
Maze
You are in a maze of twisty little passages, all alike.",north,0,"
Maze",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Maze
You are in a maze of twisty little passages, all alike.",S,0,"
Maze
You are in a maze of twisty little passages, all alike.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Maze
You are in a maze of twisty little passages, all alike.",south,0,"
Maze
You are in a maze of twisty little passages, all alike.",False,train/training_data_advent.z5_p_rand_0.5.csv
"You've found the pirate's treasure chest!

Dead End
This is the pirate's dead end.

The pirate's treasure chest is here!",GET ALL,32,"treasure chest: Taken!

A sepulchral voice reverberating through the cave says, ""Cave closing soon. All adventurers exit immediately through main office.""

[Your score has just gone up by thirty-two points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"treasure chest: Taken!

A sepulchral voice reverberating through the cave says, ""Cave closing soon. All adventurers exit immediately through main office.""

[Your score has just gone up by thirty-two points.]",say fee,0,Ok.,False,train/training_data_advent.z5_p_rand_0.5.csv
"
Maze
You are in a maze of twisty little passages, all alike.",N,0,"
At Brink of Pit
You are on the brink of a thirty foot pit with a massive orange column down one wall. You could climb down here but you could not get back up. The maze continues at this level.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
At Brink of Pit
You are on the brink of a thirty foot pit with a massive orange column down one wall. You could climb down here but you could not get back up. The maze continues at this level.",down,0,"
Orange River Chamber",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Orange River Chamber",put all down,-5,"treasure chest: Dropped.
small bottle: Dropped.
brass lantern: Dropped.

[Your score has just gone down by five points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Sloping E/W Canyon",put chest down,-5,"Dropped.

[Your score has just gone down by five points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"
In Debris Room

A three foot black rod with a rusty star on one end lies nearby.",put all down,-5,"treasure chest: Dropped.
small bottle: Dropped.
brass lantern: Dropped.

[Your score has just gone down by five points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
Taken.,XYZZY,0,"
Inside Building
You are inside a building, a well house for a large spring.
A solid golden chain lies in coils on the ground!
The Persian rug is spread out on the floor here.

You can also see some precious jewelry, many rare coins, some diamonds, a nest of golden eggs, a glistening pearl, a selection of rare spices, a jeweled trident, a platinum pyramid, an emerald the size of a plover's egg, a ming vase, a velvet pillow, a wicker cage (which is closed) (in which is a little bird), a large gold nugget and some bars of silver here.",False,train/training_data_advent.z5_p_rand_0.5.csv
"
Inside Building
You are inside a building, a well house for a large spring.
A solid golden chain lies in coils on the ground!
The Persian rug is spread out on the floor here.

You can also see some precious jewelry, many rare coins, some diamonds, a nest of golden eggs, a glistening pearl, a selection of rare spices, a jeweled trident, a platinum pyramid, an emerald the size of a plover's egg, a ming vase, a velvet pillow, a wicker cage (which is closed) (in which is a little bird), a large gold nugget and some bars of silver here.",take emerald,-9,"Taken!

[Your score has just gone down by nine points.]",False,train/training_data_advent.z5_p_rand_0.5.csv
"black rod with a rusty star on the end: Dropped.
treasure chest: Safely deposited.
small bottle: Dropped.
brass lantern: Dropped.

[Your score has just gone up by seven points.]",GET LAMP,0,Taken.,False,train/training_data_advent.z5_p_rand_0.5.csv
Taken.,PLUGH,0,"
At ""Y2""
You are in a large room, with a passage to the south, a passage to the west, and a wall of broken rock to the east. There is a large ""Y2"" on a rock in the room's center.",False,train/training_data_advent.z5_p_rand_0.5.csv
